 num     #instances         #bytes  class name (module)
  90:            20            640  java.lang.invoke.MethodTypeForm (java.base@17.0.17)
  91:            16            640  java.util.LinkedHashMap$Entry (java.base@17.0.17)
  92:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@17.0.17)
  93:            19            608  java.util.Locale (java.base@17.0.17)
  94:            19            608  sun.util.locale.BaseLocale (java.base@17.0.17)
  95:            15            600  java.security.AccessControlContext (java.base@17.0.17)
  96:             2            576  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@17.0.17)
  97:            12            576  jdk.internal.org.objectweb.asm.Frame (java.base@17.0.17)
  98:             7            560  java.util.concurrent.TimeUnit (java.base@17.0.17)
  99:            10            560  sun.invoke.util.Wrapper (java.base@17.0.17)
 100:             1            528  [Ljava.lang.Character; (java.base@17.0.17)
 101:             7            496  [S (java.base@17.0.17)
 102:            12            480  java.lang.OutOfMemoryError (java.base@17.0.17)
 103:            19            456  java.util.ArrayList (java.base@17.0.17)
 104:            19            456  java.util.ImmutableCollections$ListN (java.base@17.0.17)
 105:             5            440  java.lang.reflect.Method (java.base@17.0.17)
 106:             9            432  jdk.internal.org.objectweb.asm.AnnotationWriter (java.base@17.0.17)
 107:            13            416  java.lang.invoke.DirectMethodHandle (java.base@17.0.17)
 108:             3            408  sun.nio.fs.UnixFileAttributes (java.base@17.0.17)
 109:             7            392  java.util.concurrent.ConcurrentHashMap$ValueIterator (java.base@17.0.17)
 110:             6            384  java.nio.DirectByteBuffer (java.base@17.0.17)
 111:             6            384  jdk.internal.org.objectweb.asm.SymbolTable (java.base@17.0.17)
 112:             1            376  java.lang.ref.Finalizer$FinalizerThread (java.base@17.0.17)
 113:             1            376  jdk.internal.misc.InnocuousThread (java.base@17.0.17)
 114:             1            368  java.lang.ref.Reference$ReferenceHandler (java.base@17.0.17)
 115:            11            352  java.lang.Package (java.base@17.0.17)
 116:             6            336  java.nio.DirectLongBufferU (java.base@17.0.17)
 117:             2            328  [D (java.base@17.0.17)
 118:             4            320  [Ljava.util.WeakHashMap$Entry; (java.base@17.0.17)
 119:             3            312  java.lang.invoke.InnerClassLambdaMetafactory (java.base@17.0.17)
 120:             4            288  java.lang.reflect.Constructor (java.base@17.0.17)
 121:             7            280  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@17.0.17)
 122:             9            264  [Ljava.io.ObjectStreamField; (java.base@17.0.17)
 123:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@17.0.17)
 124:             8            256  java.lang.ref.ReferenceQueue (java.base@17.0.17)
 125:             4            256  jdk.internal.org.objectweb.asm.FieldWriter (java.base@17.0.17)
 126:             6            240  java.io.FileDescriptor (java.base@17.0.17)
 127:            10            240  java.nio.charset.CoderResult (java.base@17.0.17)
 128:            10            240  java.nio.file.StandardOpenOption (java.base@17.0.17)
 129:             6            240  java.security.ProtectionDomain (java.base@17.0.17)
 130:             3            240  java.util.zip.ZipFile$Source (java.base@17.0.17)
 131:             4            224  java.nio.HeapByteBuffer (java.base@17.0.17)
 132:             7            224  java.nio.file.attribute.FileTime (java.base@17.0.17)
 133:             7            224  java.util.ArrayList$Itr (java.base@17.0.17)
 134:             7            224  java.util.Hashtable$Entry (java.base@17.0.17)
 135:             7            224  java.util.concurrent.ConcurrentHashMap$ForwardingNode (java.base@17.0.17)
 136:             9            216  java.util.KeyValueHolder (java.base@17.0.17)
 137:             5            200  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@17.0.17)
 138:             5            192  [Ljava.lang.invoke.MethodType; (java.base@17.0.17)
 139:             3            192  java.lang.Class$ReflectionData (java.base@17.0.17)
 140:             3            192  java.lang.invoke.InvokerBytecodeGenerator (java.base@17.0.17)
 141:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@17.0.17)
 142:             6            192  java.lang.invoke.MethodHandles$Lookup$ClassDefiner (java.base@17.0.17)
 143:             8            192  java.math.RoundingMode (java.base@17.0.17)
 144:             6            192  java.util.ImmutableCollections$MapN (java.base@17.0.17)
 145:             4            192  java.util.WeakHashMap (java.base@17.0.17)
 146:             3            192  java.util.zip.Inflater (java.base@17.0.17)
 147:             1            168  [[Ljava.math.BigInteger; (java.base@17.0.17)
 148:             3            168  java.io.FileCleanable (java.base@17.0.17)
 149:             3            168  java.util.jar.JarFile (java.base@17.0.17)
 150:             2            160  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@17.0.17)
 151:             4            160  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.17)
 152:             5            160  java.lang.invoke.SimpleMethodHandle (java.base@17.0.17)
 153:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@17.0.17)
 154:            10            160  java.lang.ref.ReferenceQueue$Lock (java.base@17.0.17)
 155:             7            152  [Ljdk.internal.org.objectweb.asm.Type; (java.base@17.0.17)
 156:             4            144  [Ljava.lang.Thread; (java.base@17.0.17)
 157:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@17.0.17)
 158:             3            144  java.lang.ThreadGroup (java.base@17.0.17)
 159:             6            144  java.lang.invoke.MethodHandles$Lookup$ClassFile (java.base@17.0.17)
 160:             6            144  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.17)
 161:             3            144  java.util.Hashtable (java.base@17.0.17)
 162:             3            144  jdk.internal.loader.URLClassPath$JarLoader (java.base@17.0.17)
 163:             3            144  jdk.internal.org.objectweb.asm.ClassReader (java.base@17.0.17)
 164:             6            144  jdk.internal.perf.PerfCounter (java.base@17.0.17)
 165:             2            128  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.17)
 166:             3            128  [Ljava.util.Hashtable$Entry; (java.base@17.0.17)
 167:             4            128  java.util.concurrent.ConcurrentHashMap$ReservationNode (java.base@17.0.17)
 168:             4            128  jdk.internal.loader.NativeLibraries (java.base@17.0.17)
 169:             4            128  sun.nio.fs.UnixPath (java.base@17.0.17)
 170:             3            120  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@17.0.17)
 171:             5            120  java.util.ArrayDeque (java.base@17.0.17)
 172:             5            120  java.util.Collections$SetFromMap (java.base@17.0.17)
 173:             3            120  java.util.zip.ZipFile$Source$End (java.base@17.0.17)
 174:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.17)
 175:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.17)
 176:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.17)
 177:             4             96  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@17.0.17)
 178:             4             96  [Ljava.lang.reflect.Constructor; (java.base@17.0.17)
 179:             6             96  [Ljava.security.Principal; (java.base@17.0.17)
 180:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.17)
 181:             3             96  java.io.RandomAccessFile (java.base@17.0.17)
 182:             3             96  java.lang.Runtime$Version (java.base@17.0.17)
 183:             3             96  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@17.0.17)
 184:             2             96  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@17.0.17)
 185:             4             96  java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator (java.base@17.0.17)
 186:             4             96  java.lang.invoke.Invokers (java.base@17.0.17)
 187:             3             96  java.lang.invoke.MethodHandleNatives$CallSiteContext (java.base@17.0.17)
 188:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.17)
 189:             4             96  java.math.MathContext (java.base@17.0.17)
 190:             6             96  java.security.ProtectionDomain$Key (java.base@17.0.17)
 191:             3             96  java.util.zip.ZipFile$CleanableResource (java.base@17.0.17)
 192:             2             96  sun.nio.cs.StreamEncoder (java.base@17.0.17)
 193:             2             96  sun.nio.cs.UTF_8$Encoder (java.base@17.0.17)
 194:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.17)
 195:             2             80  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base@17.0.17)
 196:             2             80  java.io.BufferedWriter (java.base@17.0.17)
 197:             2             80  java.io.PrintStream (java.base@17.0.17)
 198:             2             80  java.lang.ModuleLayer (java.base@17.0.17)
 199:             2             80  java.lang.NoSuchMethodError (java.base@17.0.17)
 200:             2             80  java.lang.invoke.DirectMethodHandle$Constructor (java.base@17.0.17)
 201:             2             80  java.lang.module.Configuration (java.base@17.0.17)
 202:             2             80  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@17.0.17)
 203:             1             80  scala.collection.immutable.NewVectorIterator
 204:             3             72  [Ljava.security.ProtectionDomain; (java.base@17.0.17)
 205:             3             72  java.lang.invoke.ConstantCallSite (java.base@17.0.17)
 206:             3             72  java.lang.invoke.InfoFromMemberName (java.base@17.0.17)
 207:             3             72  java.lang.invoke.InvokerBytecodeGenerator$ClassData (java.base@17.0.17)
 208:             3             72  java.lang.invoke.TypeConvertingMethodAdapter (java.base@17.0.17)
 209:             3             72  java.util.ImmutableCollections$Set12$1 (java.base@17.0.17)
 210:             3             72  java.util.ImmutableCollections$SetN$SetNIterator (java.base@17.0.17)
 211:             3             72  java.util.concurrent.atomic.AtomicLong (java.base@17.0.17)
 212:             3             72  java.util.zip.Inflater$InflaterZStreamRef (java.base@17.0.17)
 213:             3             72  java.util.zip.ZipFile$Source$Key (java.base@17.0.17)
 214:             3             72  jdk.internal.loader.FileURLMapper (java.base@17.0.17)
 215:             3             72  jdk.internal.loader.NativeLibraries$1 (java.base@17.0.17)
 216:             3             72  jdk.internal.loader.URLClassPath$3 (java.base@17.0.17)
 217:             3             72  jdk.internal.misc.Signal (java.base@17.0.17)
 218:             3             72  scala.util.DynamicVariable
 219:             3             72  scala.util.DynamicVariable$$anon$1
 220:             3             72  sun.nio.fs.UnixFileAttributeViews$Basic (java.base@17.0.17)
 221:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.17)
 222:             2             64  java.io.BufferedOutputStream (java.base@17.0.17)
 223:             2             64  java.io.FileOutputStream (java.base@17.0.17)
 224:             2             64  java.lang.invoke.BoundMethodHandle$Species_L (java.base@17.0.17)
 225:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.17)
 226:             2             64  java.util.ArrayDeque$DeqIterator (java.base@17.0.17)
 227:             2             64  java.util.HexFormat (java.base@17.0.17)
 228:             4             64  java.util.WeakHashMap$KeySet (java.base@17.0.17)
 229:             2             64  jdk.internal.reflect.NativeConstructorAccessorImpl (java.base@17.0.17)
 230:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.17)
 231:             1             56  [[I (java.base@17.0.17)
 232:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.17)
 233:             1             56  java.nio.HeapCharBuffer (java.base@17.0.17)
 234:             1             56  java.util.Properties (java.base@17.0.17)
 235:             1             48  [Ljava.math.RoundingMode; (java.base@17.0.17)
 236:             3             48  [Ljava.nio.file.LinkOption; (java.base@17.0.17)
 237:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@17.0.17)
 238:             1             48  java.io.BufferedReader (java.base@17.0.17)
 239:             2             48  java.io.File$PathStatus (java.base@17.0.17)
 240:             2             48  java.io.OutputStreamWriter (java.base@17.0.17)
 241:             1             48  java.lang.NullPointerException (java.base@17.0.17)
 242:             2             48  java.lang.RuntimePermission (java.base@17.0.17)
 243:             3             48  java.lang.ThreadLocal (java.base@17.0.17)
 244:             2             48  java.lang.ThreadLocal$ThreadLocalMap (java.base@17.0.17)
 245:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.17)
 246:             2             48  java.lang.invoke.InnerClassLambdaMetafactory$1 (java.base@17.0.17)
 247:             1             48  java.lang.invoke.LambdaFormBuffer (java.base@17.0.17)
 248:             1             48  java.lang.invoke.LambdaFormEditor$Transform (java.base@17.0.17)
 249:             2             48  java.lang.invoke.LambdaFormEditor$TransformKey (java.base@17.0.17)
 250:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.17)
 251:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.17)
 252:             2             48  java.security.BasicPermissionCollection (java.base@17.0.17)
 253:             2             48  java.security.Permissions (java.base@17.0.17)
 254:             3             48  java.util.Optional (java.base@17.0.17)
 255:             3             48  java.util.concurrent.atomic.AtomicInteger (java.base@17.0.17)
 256:             3             48  jdk.internal.loader.ClassLoaderValue (java.base@17.0.17)
 257:             3             48  jdk.internal.loader.URLClassPath$JarLoader$1 (java.base@17.0.17)
 258:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.17)
 259:             3             48  jdk.internal.module.ServicesCatalog (java.base@17.0.17)
 260:             3             48  jdk.internal.reflect.ReflectionFactory$GetReflectionFactoryAction (java.base@17.0.17)
 261:             2             48  scala.Tuple2
 262:             1             48  sun.nio.cs.StreamDecoder (java.base@17.0.17)
 263:             3             48  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@17.0.17)
 264:             2             48  sun.security.util.LazyCodeSourcePermissionCollection (java.base@17.0.17)
 265:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.17)
 266:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@17.0.17)
 267:             1             40  java.io.BufferedInputStream (java.base@17.0.17)
 268:             1             40  java.lang.ArithmeticException (java.base@17.0.17)
 269:             1             40  java.lang.Package$VersionInfo (java.base@17.0.17)
 270:             1             40  java.lang.VirtualMachineError (java.base@17.0.17)
 271:             1             40  java.lang.invoke.DirectMethodHandle$Accessor (java.base@17.0.17)
 272:             1             40  java.util.HashMap$EntryIterator (java.base@17.0.17)
 273:             1             40  java.util.IdentityHashMap (java.base@17.0.17)
 274:             1             40  jdk.internal.loader.URLClassPath (java.base@17.0.17)
 275:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@17.0.17)
 276:             1             40  sun.nio.cs.UTF_8$Decoder (java.base@17.0.17)
 277:             2             32  [Ljava.lang.StackTraceElement; (java.base@17.0.17)
 278:             1             32  [Ljava.lang.ThreadGroup; (java.base@17.0.17)
 279:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@17.0.17)
 280:             1             32  [Ljava.lang.reflect.Method; (java.base@17.0.17)
 281:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@17.0.17)
 282:             1             32  [Lsun.nio.fs.NativeBuffer; (java.base@17.0.17)
 283:             1             32  java.io.FileInputStream (java.base@17.0.17)
 284:             1             32  java.io.UnixFileSystem (java.base@17.0.17)
 285:             2             32  java.lang.Boolean (java.base@17.0.17)
 286:             1             32  java.lang.Module$ArchivedData (java.base@17.0.17)
 287:             2             32  java.lang.invoke.LambdaFormEditor (java.base@17.0.17)
 288:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@17.0.17)
 289:             2             32  java.nio.ByteOrder (java.base@17.0.17)
 290:             1             32  java.util.Collections$UnmodifiableMap (java.base@17.0.17)
 291:             2             32  java.util.LinkedHashSet (java.base@17.0.17)
 292:             1             32  java.util.jar.Manifest$FastInputStream (java.base@17.0.17)
 293:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@17.0.17)
 294:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@17.0.17)
 295:             2             32  jdk.internal.loader.NativeLibraries$NativeLibraryImpl$1 (java.base@17.0.17)
 296:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@17.0.17)
 297:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@17.0.17)
 298:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@17.0.17)
 299:             2             32  jdk.internal.reflect.DelegatingConstructorAccessorImpl (java.base@17.0.17)
 300:             1             32  scala.collection.mutable.ListBuffer
 301:             1             32  scala.reflect.ManifestFactory$AnyManifest
 302:             1             32  scala.reflect.ManifestFactory$AnyValPhantomManifest
 303:             1             32  scala.reflect.ManifestFactory$NothingManifest
 304:             1             32  scala.reflect.ManifestFactory$NullManifest
 305:             1             32  scala.reflect.ManifestFactory$ObjectManifest
 306:             1             32  sun.nio.fs.MacOSXFileSystem (java.base@17.0.17)
 307:             1             32  sun.nio.fs.NativeBuffer (java.base@17.0.17)
 308:             1             24  [Ljava.io.File$PathStatus; (java.base@17.0.17)
 309:             1             24  [Ljava.net.URL; (java.base@17.0.17)
 310:             1             24  [Ljava.util.jar.Manifest; (java.base@17.0.17)
 311:             1             24  java.io.InputStreamReader (java.base@17.0.17)
 312:             1             24  java.lang.Double (java.base@17.0.17)
 313:             1             24  java.lang.NamedPackage (java.base@17.0.17)
 314:             1             24  java.lang.PublicMethods$MethodList (java.base@17.0.17)
 315:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@17.0.17)
 316:             1             24  java.lang.reflect.ReflectPermission (java.base@17.0.17)
 317:             1             24  java.util.Collections$EmptyMap (java.base@17.0.17)
 318:             1             24  java.util.ImmutableCollections$MapN$MapNIterator (java.base@17.0.17)
 319:             1             24  java.util.jar.Manifest (java.base@17.0.17)
 320:             1             24  jdk.internal.module.ModuleHashes (java.base@17.0.17)
 321:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@17.0.17)
 322:             1             24  jdk.internal.ref.CleanerImpl (java.base@17.0.17)
 323:             1             24  scala.collection.immutable.$colon$colon
 324:             1             24  scala.collection.immutable.LazyList
 325:             1             24  scala.collection.immutable.Vector0$
 326:             1             24  scala.collection.mutable.MutationTracker$CheckedIterator
 327:             1             24  scala.math.BigInt
 328:             1             24  scala.reflect.ManifestFactory$BooleanManifest
 329:             1             24  scala.reflect.ManifestFactory$ByteManifest
 330:             1             24  scala.reflect.ManifestFactory$CharManifest
 331:             1             24  scala.reflect.ManifestFactory$DoubleManifest
 332:             1             24  scala.reflect.ManifestFactory$FloatManifest
 333:             1             24  scala.reflect.ManifestFactory$IntManifest
 334:             1             24  scala.reflect.ManifestFactory$LongManifest
 335:             1             24  scala.reflect.ManifestFactory$ShortManifest
 336:             1             24  scala.reflect.ManifestFactory$UnitManifest
 337:             1             24  sun.nio.cs.StandardCharsets (java.base@17.0.17)
 338:             1             24  sun.nio.cs.UTF_8 (java.base@17.0.17)
 339:             1             24  sun.nio.fs.NativeBuffer$Deallocator (java.base@17.0.17)
 340:             1             16  [F (java.base@17.0.17)
 341:             1             16  [Ljava.lang.Throwable; (java.base@17.0.17)
 342:             1             16  [Ljava.security.cert.Certificate; (java.base@17.0.17)
 343:             1             16  [Z (java.base@17.0.17)
 344:             1             16  [[Ljava.lang.Object; (java.base@17.0.17)
 345:             1             16  [[[Ljava.lang.Object; (java.base@17.0.17)
 346:             1             16  [[[[Ljava.lang.Object; (java.base@17.0.17)
 347:             1             16  [[[[[Ljava.lang.Object; (java.base@17.0.17)
 348:             1             16  [[[[[[Ljava.lang.Object; (java.base@17.0.17)
 349:             1             16  JsonLdProg$
 350:             1             16  JsonLdProg$delayedInit$body
 351:             1             16  java.io.FileDescriptor$1 (java.base@17.0.17)
 352:             1             16  java.io.RandomAccessFile$2 (java.base@17.0.17)
 353:             1             16  java.lang.CharacterDataLatin1 (java.base@17.0.17)
 354:             1             16  java.lang.Float (java.base@17.0.17)
 355:             1             16  java.lang.Runtime (java.base@17.0.17)
 356:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@17.0.17)
 357:             1             16  java.lang.System$2 (java.base@17.0.17)
 358:             1             16  java.lang.Terminator$1 (java.base@17.0.17)
 359:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@17.0.17)
 360:             1             16  java.lang.invoke.MemberName$Factory (java.base@17.0.17)
 361:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@17.0.17)
 362:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@17.0.17)
 363:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@17.0.17)
 364:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@17.0.17)
 365:             1             16  java.lang.invoke.VarHandle$1 (java.base@17.0.17)
 366:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@17.0.17)
 367:             1             16  java.lang.ref.Cleaner (java.base@17.0.17)
 368:             1             16  java.lang.ref.Cleaner$1 (java.base@17.0.17)
 369:             1             16  java.lang.ref.Reference$1 (java.base@17.0.17)
 370:             1             16  java.lang.reflect.ReflectAccess (java.base@17.0.17)
 371:             1             16  java.net.URI$1 (java.base@17.0.17)
 372:             1             16  java.net.URL$3 (java.base@17.0.17)
 373:             1             16  java.net.URL$DefaultFactory (java.base@17.0.17)
 374:             1             16  java.nio.Bits$1 (java.base@17.0.17)
 375:             1             16  java.nio.Buffer$1 (java.base@17.0.17)
 376:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@17.0.17)
 377:             1             16  java.util.Collections$EmptyList (java.base@17.0.17)
 378:             1             16  java.util.Collections$EmptySet (java.base@17.0.17)
 379:             1             16  java.util.HashMap$EntrySet (java.base@17.0.17)
 380:             1             16  java.util.IdentityHashMap$KeySet (java.base@17.0.17)
 381:             1             16  java.util.ImmutableCollections$MapN$1 (java.base@17.0.17)
 382:             1             16  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.17)
