 num     #instances         #bytes  class name (module)
 611:             4             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager (java.xml@17.0.17)
 612:             3             96  java.io.FileInputStream (java.base@17.0.17)
 613:             4             96  java.lang.Double (java.base@17.0.17)
 614:             3             96  java.lang.Runtime$Version (java.base@17.0.17)
 615:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.17)
 616:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@17.0.17)
 617:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.17)
 618:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.17)
 619:             4             96  java.math.MathContext (java.base@17.0.17)
 620:             4             96  java.text.Normalizer$Form (java.base@17.0.17)
 621:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@17.0.17)
 622:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@17.0.17)
 623:             2             96  java.time.zone.ZoneOffsetTransitionRule (java.base@17.0.17)
 624:             3             96  java.util.HexFormat (java.base@17.0.17)
 625:             6             96  java.util.TreeSet (java.base@17.0.17)
 626:             6             96  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.17)
 627:             4             96  java.util.concurrent.ConcurrentLinkedDeque (java.base@17.0.17)
 628:             2             96  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@17.0.17)
 629:             6             96  java.util.concurrent.atomic.AtomicBoolean (java.base@17.0.17)
 630:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.17)
 631:             4             96  java.util.stream.StreamShape (java.base@17.0.17)
 632:             4             96  javax.net.ssl.SSLEngineResult$Status (java.base@17.0.17)
 633:             2             96  javax.net.ssl.SSLParameters (java.base@17.0.17)
 634:             2             96  jdk.internal.icu.util.CodePointTrie$Fast16 (java.base@17.0.17)
 635:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.17)
 636:             4             96  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@17.0.17)
 637:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@17.0.17)
 638:             3             96  jdk.internal.net.http.common.DebugLogger (java.net.http@17.0.17)
 639:             6             96  jdk.internal.net.http.common.Demand (java.net.http@17.0.17)
 640:             1             96  jdk.internal.net.http.common.SSLTube$SSLTubeFlowDelegate (java.net.http@17.0.17)
 641:             4             96  jdk.internal.net.http.common.SequentialScheduler$LockingRestartableTask (java.net.http@17.0.17)
 642:             3             96  jdk.internal.net.http.hpack.HPACK$Logger$Level (java.net.http@17.0.17)
 643:             6             96  jdk.internal.net.http.hpack.ISO_8859_1$Writer$$Lambda$444/0x000000c8012b5ff8 (java.net.http@17.0.17)
 644:             2             96  jdk.internal.net.http.hpack.IntegerReader (java.net.http@17.0.17)
 645:             3             96  jdk.xml.internal.XMLSecurityManager$NameMap (java.xml@17.0.17)
 646:             4             96  org.apache.jena.datatypes.xsd.impl.XSDPlainType
 647:             3             96  org.apache.jena.mem.HashedTripleBunch
 648:             4             96  org.slf4j.helpers.Reporter$Level
 649:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@17.0.17)
 650:             2             96  sun.nio.ch.IOVecWrapper (java.base@17.0.17)
 651:             2             96  sun.nio.cs.StreamEncoder (java.base@17.0.17)
 652:             4             96  sun.reflect.annotation.AnnotationInvocationHandler (java.base@17.0.17)
 653:             3             96  sun.security.ssl.CipherSuite$HashAlg (java.base@17.0.17)
 654:             4             96  sun.security.ssl.CipherType (java.base@17.0.17)
 655:             3             96  sun.security.ssl.ECPointFormatsExtension$ECPointFormat (java.base@17.0.17)
 656:             3             96  sun.security.ssl.SSLTrafficKeyDerivation$KeySchedule (java.base@17.0.17)
 657:             3             96  sun.security.ssl.SignatureScheme$SigAlgParamSpec (java.base@17.0.17)
 658:             3             96  sun.security.util.DisabledAlgorithmConstraints (java.base@17.0.17)
 659:             3             96  sun.security.x509.ExtendedKeyUsageExtension (java.base@17.0.17)
 660:             6             96  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@17.0.17)
 661:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@17.0.17)
 662:             1             88  [Lsun.security.ssl.CipherSuite$KeyExchange; (java.base@17.0.17)
 663:             1             88  java.text.DecimalFormatSymbols (java.base@17.0.17)
 664:             1             88  jdk.internal.net.http.common.SSLFlowDelegate$Reader (java.net.http@17.0.17)
 665:             1             88  jdk.internal.net.http.hpack.Encoder (java.net.http@17.0.17)
 666:             1             88  sun.nio.ch.KQueueSelectorImpl (java.base@17.0.17)
 667:             1             88  sun.security.ssl.TransportContext (java.base@17.0.17)
 668:             2             80  [F (java.base@17.0.17)
 669:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.17)
 670:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@17.0.17)
 671:             1             80  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@17.0.17)
 672:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@17.0.17)
 673:             1             80  [Lsun.security.ssl.SSLCipher; (java.base@17.0.17)
 674:             1             80  [[Z (java.base@17.0.17)
 675:             2             80  ch.qos.logback.core.model.ImplicitModel
 676:             2             80  java.io.BufferedWriter (java.base@17.0.17)
 677:             2             80  java.io.PrintStream (java.base@17.0.17)
 678:             2             80  java.lang.ModuleLayer (java.base@17.0.17)
 679:             2             80  java.lang.invoke.VarHandleReferences$FieldStaticReadWrite (java.base@17.0.17)
 680:             2             80  java.lang.module.Configuration (java.base@17.0.17)
 681:             5             80  java.net.URLPermission$Authority (java.base@17.0.17)
 682:             2             80  java.util.Collections$SingletonMap (java.base@17.0.17)
 683:             5             80  java.util.Collections$UnmodifiableCollection (java.base@17.0.17)
 684:             2             80  java.util.Locale$Category (java.base@17.0.17)
 685:             2             80  java.util.concurrent.CompletableFuture$UniExceptionally (java.base@17.0.17)
 686:             2             80  java.util.concurrent.CompletableFuture$UniWhenComplete (java.base@17.0.17)
 687:             2             80  java.util.regex.Pattern$Loop (java.base@17.0.17)
 688:             1             80  jdk.internal.event.X509CertificateEvent (java.base@17.0.17)
 689:             2             80  jdk.internal.icu.impl.Trie2$UTrie2Header (java.base@17.0.17)
 690:             2             80  jdk.internal.net.http.HttpConnection$PlainHttpPublisher (java.net.http@17.0.17)
 691:             1             80  jdk.internal.net.http.common.SSLFlowDelegate$Writer (java.net.http@17.0.17)
 692:             1             80  jdk.internal.net.http.hpack.Decoder (java.net.http@17.0.17)
 693:             1             80  scala.collection.immutable.NewVectorIterator
 694:             2             80  sun.security.ec.XECParameters (jdk.crypto.ec@17.0.17)
 695:             5             80  sun.security.ssl.SSLCipher$T10BlockReadCipherGenerator (java.base@17.0.17)
 696:             5             80  sun.security.ssl.SSLCipher$T10BlockWriteCipherGenerator (java.base@17.0.17)
 697:             1             80  sun.security.ssl.SSLConfiguration (java.base@17.0.17)
 698:             2             80  sun.security.ssl.SSLSessionContextImpl (java.base@17.0.17)
 699:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.17)
 700:             2             80  sun.util.resources.Bundles$BundleReference (java.base@17.0.17)
 701:             3             72  ch.qos.logback.classic.pattern.KeyValuePairConverter$ValueQuoteSpecification
 702:             1             72  ch.qos.logback.classic.pattern.NamedConverter$NameCache
 703:             3             72  ch.qos.logback.classic.spi.Configurator$ExecutionStatus
 704:             1             72  ch.qos.logback.core.model.processor.ModelInterpretationContext
 705:             3             72  ch.qos.logback.core.model.processor.ProcessingPhase
 706:             3             72  ch.qos.logback.core.spi.FilterReply
 707:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
 708:             3             72  com.apicatalog.jsonld.JsonLdEmbed
 709:             3             72  com.apicatalog.jsonld.JsonLdOptions$ProcessingPolicy
 710:             3             72  com.apicatalog.jsonld.uri.UriValidationPolicy
 711:             3             72  com.sun.org.apache.xerces.internal.impl.PropertyManager (java.xml@17.0.17)
 712:             3             72  com.sun.xml.internal.stream.XMLInputFactoryImpl (java.xml@17.0.17)
 713:             3             72  java.lang.StringBuilder (java.base@17.0.17)
 714:             3             72  java.lang.ThreadLocal$ThreadLocalMap (java.base@17.0.17)
 715:             3             72  java.lang.WeakPairMap (java.base@17.0.17)
 716:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.17)
 717:             3             72  java.lang.invoke.VarHandle$VarHandleDesc$Kind (java.base@17.0.17)
 718:             3             72  java.net.Proxy$Type (java.base@17.0.17)
 719:             3             72  java.net.StandardProtocolFamily (java.base@17.0.17)
 720:             3             72  java.net.http.HttpClient$Redirect (java.net.http@17.0.17)
 721:             3             72  java.nio.file.AccessMode (java.base@17.0.17)
 722:             3             72  java.time.ZoneRegion (java.base@17.0.17)
 723:             3             72  java.time.format.ResolverStyle (java.base@17.0.17)
 724:             3             72  java.time.zone.ZoneOffsetTransitionRule$TimeDefinition (java.base@17.0.17)
 725:             3             72  java.util.Base64$Encoder (java.base@17.0.17)
 726:             3             72  java.util.Collections$SynchronizedCollection (java.base@17.0.17)
 727:             1             72  java.util.concurrent.ThreadPoolExecutor (java.base@17.0.17)
 728:             3             72  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@17.0.17)
 729:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.17)
 730:             3             72  java.util.stream.MatchOps$MatchKind (java.base@17.0.17)
 731:             3             72  jdk.internal.icu.util.CodePointTrie$ValueWidth (java.base@17.0.17)
 732:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.17)
 733:             3             72  jdk.internal.misc.Signal (java.base@17.0.17)
 734:             1             72  jdk.internal.net.http.PlainHttpConnection (java.net.http@17.0.17)
 735:             3             72  jdk.internal.net.http.common.SubscriberWrapper$SchedulingAction (java.net.http@17.0.17)
 736:             3             72  org.apache.jena.riot.RDFParser$LangTagForm
 737:             3             72  org.apache.jena.shared.impl.PrefixMappingImpl
 738:             3             72  scala.util.DynamicVariable
 739:             3             72  scala.util.DynamicVariable$$anon$1
 740:             3             72  sun.security.provider.NativePRNG$Variant (java.base@17.0.17)
 741:             3             72  sun.security.ssl.ClientAuthType (java.base@17.0.17)
 742:             1             72  sun.security.ssl.SSLEngineOutputRecord (java.base@17.0.17)
 743:             2             64  [Lch.qos.logback.core.model.processor.ProcessingPhase;
 744:             1             64  [Lcom.apicatalog.jsonld.http.link.LinkHeaderParser$State;
 745:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@17.0.17)
 746:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.17)
 747:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.17)
 748:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@17.0.17)
 749:             1             64  [Ljdk.xml.internal.XMLSecurityManager$Limit; (java.xml@17.0.17)
 750:             1             64  [Lorg.glassfish.json.JsonTokenizer$JsonToken;
 751:             2             64  [Lsun.security.ssl.SSLTrafficKeyDerivation$KeySchedule; (java.base@17.0.17)
 752:             2             64  [Lsun.security.validator.CADistrustPolicy; (java.base@17.0.17)
 753:             1             64  apple.security.AppleProvider$ProviderService (java.base@17.0.17)
 754:             1             64  ch.qos.logback.classic.PatternLayout
 755:             1             64  ch.qos.logback.core.ConsoleAppender
 756:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
 757:             2             64  ch.qos.logback.core.joran.util.beans.BeanDescription
 758:             2             64  ch.qos.logback.core.util.COWArrayList
 759:             2             64  com.sun.crypto.provider.AESCrypt (java.base@17.0.17)
 760:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property (java.xml@17.0.17)
 761:             2             64  java.io.BufferedOutputStream (java.base@17.0.17)
 762:             2             64  java.io.FileOutputStream (java.base@17.0.17)
 763:             2             64  java.lang.ClassValue$Entry (java.base@17.0.17)
 764:             4             64  java.lang.Float (java.base@17.0.17)
 765:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.17)
 766:             4             64  java.security.spec.NamedParameterSpec (java.base@17.0.17)
 767:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@17.0.17)
 768:             2             64  java.time.temporal.IsoFields$Unit (java.base@17.0.17)
 769:             4             64  java.util.AbstractMap$2 (java.base@17.0.17)
 770:             4             64  java.util.concurrent.ConcurrentSkipListSet (java.base@17.0.17)
 771:             2             64  java.util.concurrent.SynchronousQueue$TransferStack$SNode (java.base@17.0.17)
 772:             1             64  java.util.logging.LogManager$RootLogger (java.logging@17.0.17)
 773:             2             64  javax.crypto.JceSecurity$WeakIdentityWrapper (java.base@17.0.17)
 774:             4             64  jdk.internal.module.ServicesCatalog (java.base@17.0.17)
 775:             1             64  jdk.internal.net.http.AsyncSSLConnection (java.net.http@17.0.17)
 776:             2             64  jdk.internal.net.http.common.SubscriptionBase (java.net.http@17.0.17)
 777:             2             64  jdk.internal.net.http.hpack.SimpleHeaderTable$CircularBuffer (java.net.http@17.0.17)
 778:             4             64  jdk.internal.util.Preconditions$1 (java.base@17.0.17)
 779:             4             64  jdk.proxy2.$Proxy1 (jdk.proxy2)
 780:             2             64  org.apache.jena.iri.impl.ViolationCodeInfo$FromSpec_other
 781:             4             64  org.apache.jena.sparql.pfunction.PropertyFunctionFactoryAuto
 782:             2             64  sun.nio.ch.AllocatedNativeObject (java.base@17.0.17)
 783:             2             64  sun.reflect.annotation.AnnotationType (java.base@17.0.17)
 784:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@17.0.17)
 785:             4             64  sun.security.provider.NativePRNG (java.base@17.0.17)
 786:             1             64  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@17.0.17)
 787:             2             64  sun.security.rsa.RSAUtil$KeyType (java.base@17.0.17)
 788:             1             64  sun.security.smartcardio.SunPCSC$ProviderService (java.smartcardio@17.0.17)
 789:             2             64  sun.security.ssl.CertStatusExtension$CertStatusRequestType (java.base@17.0.17)
 790:             2             64  sun.security.ssl.CertStatusExtension$OCSPStatusRequest (java.base@17.0.17)
 791:             2             64  sun.security.ssl.EphemeralKeyManager$EphemeralKeyPair (java.base@17.0.17)
 792:             2             64  sun.security.ssl.PskKeyExchangeModesExtension$PskKeyExchangeMode (java.base@17.0.17)
 793:             4             64  sun.security.ssl.SSLCipher$T11BlockReadCipherGenerator (java.base@17.0.17)
 794:             4             64  sun.security.ssl.SSLCipher$T11BlockWriteCipherGenerator (java.base@17.0.17)
 795:             2             64  sun.security.util.DisabledAlgorithmConstraints$DenyAfterConstraint (java.base@17.0.17)
 796:             2             64  sun.util.resources.Bundles$CacheKey (java.base@17.0.17)
 797:             1             56  [Lcom.apicatalog.jsonld.http.media.MediaTypeParser$State;
 798:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType; (java.xml@17.0.17)
 799:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit; (java.xml@17.0.17)
 800:             1             56  [Ljakarta.json.stream.JsonParser$Event;
 801:             1             56  [Ljava.lang.Runnable; (java.base@17.0.17)
 802:             1             56  [Ljava.net.InetAddress; (java.base@17.0.17)
 803:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.17)
 804:             1             56  ch.qos.logback.core.joran.spi.SaxEventInterpreter
 805:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.17)
 806:             1             56  java.nio.HeapCharBuffer (java.base@17.0.17)
 807:             1             56  java.security.cert.PKIXBuilderParameters (java.base@17.0.17)
 808:             1             56  java.util.ServiceLoader (java.base@17.0.17)
 809:             1             56  java.util.logging.LogManager (java.logging@17.0.17)
 810:             1             56  jdk.internal.net.http.SocketTube (java.net.http@17.0.17)
 811:             1             56  jdk.internal.net.http.frame.FramesDecoder (java.net.http@17.0.17)
 812:             1             56  jdk.internal.net.http.hpack.LiteralWithIndexingWriter (java.net.http@17.0.17)
 813:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@17.0.17)
 814:             1             56  sun.security.provider.SHA (java.base@17.0.17)
 815:             1             56  sun.security.ssl.SSLCipher$T13GcmReadCipherGenerator$GcmReadCipher (java.base@17.0.17)
 816:             1             56  sun.security.ssl.SSLCipher$T13GcmWriteCipherGenerator$GcmWriteCipher (java.base@17.0.17)
 817:             1             56  sun.security.ssl.SSLContextImpl$DefaultSSLContext (java.base@17.0.17)
 818:             1             56  sun.security.validator.PKIXValidator (java.base@17.0.17)
 819:             1             48  [Lch.qos.logback.core.spi.ConfigurationEvent$EventType;
 820:             1             48  [Ljakarta.json.JsonValue$ValueType;
 821:             1             48  [Ljava.lang.System$Logger$Level; (java.base@17.0.17)
 822:             1             48  [Ljava.math.RoundingMode; (java.base@17.0.17)
 823:             2             48  [Ljava.security.cert.X509Certificate; (java.base@17.0.17)
 824:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@17.0.17)
 825:             1             48  [Ljdk.xml.internal.JdkProperty$ImplPropMap; (java.xml@17.0.17)
 826:             1             48  [Lorg.apache.jena.mem2.pattern.MatchPattern;
 827:             1             48  [Lsun.security.x509.NetscapeCertTypeExtension$MapEntry; (java.base@17.0.17)
 828:             1             48  [[Lorg.apache.jena.iri.impl.Lexer;
 829:             1             48  ch.qos.logback.classic.encoder.PatternLayoutEncoder
 830:             1             48  ch.qos.logback.classic.model.ConfigurationModel
 831:             1             48  ch.qos.logback.classic.pattern.LoggerConverter
 832:             1             48  ch.qos.logback.classic.pattern.ThrowableProxyConverter
 833:             1             48  ch.qos.logback.core.joran.spi.ConfigurationWatchList
 834:             1             48  ch.qos.logback.core.model.processor.DefaultProcessor
 835:             2             48  ch.qos.logback.core.subst.Node$Type
 836:             2             48  ch.qos.logback.core.util.CachingDateFormatter
 837:             2             48  ch.qos.logback.core.util.CachingDateFormatter$CacheTuple
 838:             2             48  com.apicatalog.jsonld.JsonLdVersion
 839:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator (java.xml@17.0.17)
 840:             2             48  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl (java.xml@17.0.17)
 841:             3             48  jakarta.json.JsonValueImpl
 842:             1             48  java.io.BufferedReader (java.base@17.0.17)
 843:             2             48  java.io.File$PathStatus (java.base@17.0.17)
 844:             2             48  java.io.FilePermissionCollection (java.base@17.0.17)
 845:             2             48  java.io.OutputStreamWriter (java.base@17.0.17)
 846:             1             48  java.lang.NullPointerException (java.base@17.0.17)
 847:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.17)
 848:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.17)
 849:             2             48  java.lang.invoke.VarHandle$TypesAndInvokers (java.base@17.0.17)
 850:             2             48  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@17.0.17)
 851:             2             48  java.lang.reflect.ReflectPermission (java.base@17.0.17)
 852:             2             48  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@17.0.17)
 853:             2             48  java.net.http.HttpClient$Version (java.net.http@17.0.17)
 854:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.17)
 855:             2             48  java.time.ZonedDateTime (java.base@17.0.17)
 856:             2             48  java.time.format.DateTimeFormatterBuilder$1 (java.base@17.0.17)
 857:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@17.0.17)
 858:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@17.0.17)
 859:             3             48  java.util.Optional (java.base@17.0.17)
 860:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@17.0.17)
 861:             3             48  java.util.TreeMap$KeySet (java.base@17.0.17)
 862:             2             48  java.util.concurrent.CompletableFuture (java.base@17.0.17)
 863:             3             48  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.17)
 864:             1             48  java.util.concurrent.LinkedBlockingQueue (java.base@17.0.17)
 865:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@17.0.17)
 866:             2             48  java.util.logging.LoggingPermission (java.logging@17.0.17)
 867:             2             48  java.util.regex.Pattern$$Lambda$115/0x000000c8010fb398 (java.base@17.0.17)
 868:             2             48  java.util.regex.Pattern$Dollar (java.base@17.0.17)
 869:             2             48  java.util.regex.Pattern$Neg (java.base@17.0.17)
 870:             2             48  java.util.regex.Pattern$Prolog (java.base@17.0.17)
 871:             2             48  javax.crypto.CryptoPermissions (java.base@17.0.17)
 872:             2             48  jdk.internal.icu.impl.Norm2AllModes (java.base@17.0.17)
 873:             2             48  jdk.internal.icu.impl.Norm2AllModes$ComposeNormalizer2 (java.base@17.0.17)
 874:             2             48  jdk.internal.icu.impl.Norm2AllModes$Norm2AllModesSingleton (java.base@17.0.17)
 875:             1             48  jdk.internal.icu.impl.UCharacterProperty (java.base@17.0.17)
 876:             2             48  jdk.internal.icu.util.CodePointTrie$Type (java.base@17.0.17)
 877:             3             48  jdk.internal.icu.util.VersionInfo (java.base@17.0.17)
 878:             1             48  jdk.internal.jimage.ImageHeader (java.base@17.0.17)
 879:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.17)
 880:             2             48  jdk.internal.net.http.AsyncTriggerEvent (java.net.http@17.0.17)
 881:             1             48  jdk.internal.net.http.Http2Connection$ConnectionWindowUpdateSender (java.net.http@17.0.17)
 882:             2             48  jdk.internal.net.http.PlainHttpConnection$ConnectState (java.net.http@17.0.17)
 883:             1             48  jdk.internal.net.http.common.SSLTube (java.net.http@17.0.17)
 884:             2             48  jdk.internal.net.http.frame.SettingsFrame (java.net.http@17.0.17)
 885:             2             48  jdk.internal.net.http.hpack.SizeUpdateWriter (java.net.http@17.0.17)
 886:             2             48  jdk.xml.internal.XMLSecurityManager$Processor (java.xml@17.0.17)
 887:             2             48  org.apache.jena.atlas.lib.PoolBase
 888:             1             48  org.apache.jena.ext.xerces.util.URI
 889:             2             48  org.apache.jena.graph.TextDirection
 890:             2             48  org.apache.jena.graph.impl.LiteralLabel$ValueMode
 891:             2             48  org.apache.jena.iri.impl.AbsIRIImpl$PathRelativize
 892:             2             48  org.apache.jena.irix.SystemIRIx$ProviderImpl
 893:             2             48  org.apache.jena.sparql.util.Context
 894:             3             48  org.slf4j.helpers.BasicMarkerFactory
 895:             2             48  org.slf4j.helpers.Reporter$TargetChoice
 896:             2             48  scala.Tuple2
 897:             1             48  sun.nio.ch.SelectionKeyImpl (java.base@17.0.17)
 898:             2             48  sun.nio.ch.Util$BufferCache (java.base@17.0.17)
 899:             1             48  sun.nio.cs.StreamDecoder (java.base@17.0.17)
 900:             2             48  sun.security.ec.ParametersMap (jdk.crypto.ec@17.0.17)
 901:             2             48  sun.security.jca.ProviderList (java.base@17.0.17)
 902:             2             48  sun.security.jca.ProviderList$3 (java.base@17.0.17)
 903:             3             48  sun.security.rsa.PSSParameters (java.base@17.0.17)
 904:             2             48  sun.security.ssl.SSLAlgorithmConstraints (java.base@17.0.17)
 905:             3             48  sun.security.ssl.SSLCipher$StreamReadCipherGenerator (java.base@17.0.17)
 906:             3             48  sun.security.ssl.SSLCipher$StreamWriteCipherGenerator (java.base@17.0.17)
 907:             1             48  sun.security.ssl.SSLEngineInputRecord (java.base@17.0.17)
 908:             2             48  sun.security.ssl.SSLScope (java.base@17.0.17)
 909:             3             48  sun.security.ssl.SessionId (java.base@17.0.17)
 910:             3             48  sun.security.util.DisabledAlgorithmConstraints$Constraints (java.base@17.0.17)
 911:             2             48  sun.security.util.DisabledAlgorithmConstraints$jdkCAConstraint (java.base@17.0.17)
 912:             3             48  sun.security.x509.RFC822Name (java.base@17.0.17)
 913:             1             40  [Lch.qos.logback.core.pattern.parser.TokenStream$TokenizerState;
 914:             1             40  [Lch.qos.logback.core.subst.Token$Type;
 915:             1             40  [Lch.qos.logback.core.util.AggregationType;
 916:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status; (java.xml@17.0.17)
 917:             1             40  [Ljava.lang.Thread$State; (java.base@17.0.17)
 918:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.17)
 919:             1             40  [Ljava.time.format.SignStyle; (java.base@17.0.17)
 920:             1             40  [Ljava.time.format.TextStyle; (java.base@17.0.17)
 921:             2             40  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@17.0.17)
 922:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@17.0.17)
 923:             1             40  [Ljavax.net.ssl.SSLEngineResult$HandshakeStatus; (java.base@17.0.17)
 924:             1             40  [Ljdk.internal.net.http.hpack.Decoder$State; (java.net.http@17.0.17)
 925:             1             40  [Lsun.security.ssl.CipherSuite$MacAlg; (java.base@17.0.17)
 926:             1             40  [Lsun.security.ssl.ContentType; (java.base@17.0.17)
 927:             1             40  [Lsun.security.ssl.SSLKeyExchange$T12KeyAgreement; (java.base@17.0.17)
 928:             1             40  [Lsun.security.util.DisabledAlgorithmConstraints$Constraint$Operator; (java.base@17.0.17)
 929:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@17.0.17)
 930:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@17.0.17)
 931:             1             40  ch.qos.logback.classic.joran.JoranConfigurator
 932:             1             40  ch.qos.logback.classic.model.RootLoggerModel
 933:             1             40  ch.qos.logback.classic.pattern.DateConverter
 934:             1             40  ch.qos.logback.classic.pattern.KeyValuePairConverter
 935:             1             40  ch.qos.logback.core.BasicStatusManager
 936:             1             40  ch.qos.logback.core.joran.spi.SimpleRuleStore
 937:             1             40  ch.qos.logback.core.joran.util.PropertySetter
 938:             1             40  ch.qos.logback.core.model.AppenderModel
 939:             1             40  ch.qos.logback.core.model.AppenderRefModel
 940:             1             40  ch.qos.logback.core.model.processor.AppenderModelHandler
 941:             1             40  ch.qos.logback.core.model.processor.ImplicitModelHandler
 942:             1             40  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1 (java.xml@17.0.17)
 943:             1             40  com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl (java.xml@17.0.17)
 944:             1             40  com.sun.xml.internal.stream.util.BufferAllocator (java.xml@17.0.17)
 945:             1             40  java.io.BufferedInputStream (java.base@17.0.17)
 946:             1             40  java.lang.ArithmeticException (java.base@17.0.17)
 947:             1             40  java.lang.ArrayIndexOutOfBoundsException (java.base@17.0.17)
 948:             1             40  java.lang.VirtualMachineError (java.base@17.0.17)
 949:             1             40  java.lang.invoke.VarHandleInts$FieldStaticReadWrite (java.base@17.0.17)
 950:             1             40  java.lang.invoke.VarHandleReferences$Array (java.base@17.0.17)
 951:             1             40  java.net.InetAddress$CachedAddresses (java.base@17.0.17)
 952:             1             40  java.text.DigitList (java.base@17.0.17)
 953:             1             40  java.time.format.DateTimeFormatterBuilder (java.base@17.0.17)
 954:             1             40  java.util.ResourceBundle$2 (java.base@17.0.17)
 955:             1             40  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@17.0.17)
 956:             1             40  java.util.concurrent.CompletableFuture$BiRelay (java.base@17.0.17)
 957:             1             40  java.util.concurrent.CompletableFuture$UniRun (java.base@17.0.17)
 958:             1             40  javax.crypto.CryptoAllPermission (java.base@17.0.17)
 959:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@17.0.17)
 960:             1             40  jdk.internal.icu.impl.CharTrie (java.base@17.0.17)
 961:             1             40  jdk.internal.icu.impl.UCharacterProperty$1 (java.base@17.0.17)
 962:             1             40  jdk.internal.icu.text.StringPrep (java.base@17.0.17)
 963:             1             40  jdk.internal.loader.URLClassPath (java.base@17.0.17)
 964:             1             40  jdk.internal.net.http.ConnectionPool (java.net.http@17.0.17)
