 num     #instances         #bytes  class name (module)
 565:            10            320  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$EncodingInfo (java.xml@17.0.17)
 566:             8            320  java.io.FilePermission (java.base@17.0.17)
 567:            10            320  java.lang.constant.DirectMethodHandleDescImpl (java.base@17.0.17)
 568:            20            320  java.util.concurrent.atomic.AtomicReference (java.base@17.0.17)
 569:            20            320  sun.security.util.DisabledAlgorithmConstraints$$Lambda$418/0x000000c8012e43c0 (java.base@17.0.17)
 570:             8            320  sun.util.locale.StringTokenIterator (java.base@17.0.17)
 571:            13            312  java.util.concurrent.ConcurrentLinkedQueue (java.base@17.0.17)
 572:            13            312  org.apache.jena.datatypes.xsd.impl.XSDBaseNumericType
 573:             1            296  com.github.benmanes.caffeine.cache.SSMS
 574:             1            288  [Ljava.lang.invoke.LambdaForm$Kind; (java.base@17.0.17)
 575:             6            288  [Lorg.apache.jena.graph.Node;
 576:             6            288  [Lorg.apache.jena.mem2.store.fast.FastTripleBunch;
 577:            12            288  ch.qos.logback.core.joran.spi.HostClassAndPropertyDouble
 578:             4            288  com.apicatalog.jsonld.JsonLdOptions
 579:             6            288  com.apicatalog.jsonld.context.ActiveContext
 580:             9            288  java.lang.constant.PrimitiveClassDescImpl (java.base@17.0.17)
 581:            12            288  java.lang.invoke.InvokerBytecodeGenerator$ClassData (java.base@17.0.17)
 582:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base@17.0.17)
 583:            12            288  java.time.Month (java.base@17.0.17)
 584:            12            288  java.util.ImmutableCollections$SetN$SetNIterator (java.base@17.0.17)
 585:             9            288  java.util.logging.Level (java.logging@17.0.17)
 586:             9            288  java.util.logging.Level$KnownLevel (java.logging@17.0.17)
 587:             4            288  jdk.internal.net.http.Exchange (java.net.http@17.0.17)
 588:             9            288  sun.nio.fs.UnixPath (java.base@17.0.17)
 589:             9            288  sun.security.ssl.ProtocolVersion (java.base@17.0.17)
 590:            18            288  sun.security.x509.CertificatePolicyId (java.base@17.0.17)
 591:             5            280  [Ljava.net.InetAddress; (java.base@17.0.17)
 592:             5            280  [Ljava.util.regex.Pattern$GroupHead; (java.base@17.0.17)
 593:             5            280  [Ljdk.xml.internal.JdkProperty$State; (java.xml@17.0.17)
 594:             7            280  java.lang.WeakPairMap$Pair$Weak (java.base@17.0.17)
 595:             5            280  java.nio.ByteBufferAsCharBufferB (java.base@17.0.17)
 596:             7            280  java.util.IdentityHashMap (java.base@17.0.17)
 597:             7            280  java.util.concurrent.CompletableFuture$UniHandle (java.base@17.0.17)
 598:             5            280  sun.util.calendar.ZoneInfo (java.base@17.0.17)
 599:             1            272  [Lorg.apache.jena.iri.impl.ViolationCodeInfo;
 600:             3            272  [[Ljava.lang.String; (java.base@17.0.17)
 601:            17            272  sun.security.util.math.intpoly.IntegerPolynomial$Limb (java.base@17.0.17)
 602:             1            264  [Ljdk.internal.net.http.hpack.SimpleHeaderTable$HeaderField; (java.net.http@17.0.17)
 603:            11            264  com.apicatalog.jsonld.http.link.LinkHeaderParser$State
 604:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@17.0.17)
 605:            11            264  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@17.0.17)
 606:            11            264  java.util.function.IntPredicate$$Lambda$486/0x000000c801342e68 (java.base@17.0.17)
 607:            11            264  sun.security.ssl.SSLSecretDerivation$SecretSchedule (java.base@17.0.17)
 608:             8            256  com.apicatalog.jsonld.expansion.ScalarExpansion
 609:             8            256  com.sun.crypto.provider.AESCrypt (java.base@17.0.17)
 610:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base@17.0.17)
 611:             4            256  java.security.SecureRandom (java.base@17.0.17)
 612:            16            256  java.util.LinkedHashMap$LinkedKeySet (java.base@17.0.17)
 613:             4            256  javax.crypto.Cipher (java.base@17.0.17)
 614:            16            256  jdk.internal.net.http.common.HttpHeadersBuilder (java.net.http@17.0.17)
 615:             8            256  sun.security.ssl.SSLExtensions (java.base@17.0.17)
 616:             8            256  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint (java.base@17.0.17)
 617:             3            240  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@17.0.17)
 618:             5            240  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@17.0.17)
 619:             3            240  [Lsun.security.ec.point.ProjectivePoint$Immutable; (jdk.crypto.ec@17.0.17)
 620:             6            240  ch.qos.logback.core.joran.event.StartEvent
 621:            10            240  com.sun.crypto.provider.GaloisCounterMode$GCTRGHASH (java.base@17.0.17)
 622:            10            240  com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType (java.xml@17.0.17)
 623:            10            240  jakarta.json.stream.JsonParser$Event
 624:            10            240  java.lang.constant.MethodTypeDescImpl (java.base@17.0.17)
 625:             5            240  java.net.URLPermission (java.base@17.0.17)
 626:            10            240  java.nio.charset.CoderResult (java.base@17.0.17)
 627:            10            240  java.nio.file.StandardOpenOption (java.base@17.0.17)
 628:            10            240  java.security.CryptoPrimitive (java.base@17.0.17)
 629:             6            240  java.util.EnumMap (java.base@17.0.17)
 630:            10            240  java.util.stream.ReduceOps$5ReducingSink (java.base@17.0.17)
 631:            10            240  java.util.stream.ReduceOps$6 (java.base@17.0.17)
 632:            10            240  java.util.stream.ReferencePipeline$4$1 (java.base@17.0.17)
 633:             6            240  java.util.stream.StreamOpFlag (java.base@17.0.17)
 634:             6            240  jdk.internal.net.http.hpack.ISO_8859_1$Writer (java.net.http@17.0.17)
 635:             3            240  sun.security.ssl.SSLConfiguration (java.base@17.0.17)
 636:             6            240  sun.security.util.MemoryCache (java.base@17.0.17)
 637:             7            224  [Ljava.lang.Boolean; (java.base@17.0.17)
 638:            13            224  [Ljava.lang.constant.ConstantDesc; (java.base@17.0.17)
 639:             7            224  java.lang.WeakPairMap$Pair$Weak$1 (java.base@17.0.17)
 640:             4            224  java.net.SocketPermission (java.base@17.0.17)
 641:            14            224  java.security.spec.MGF1ParameterSpec (java.base@17.0.17)
 642:             7            224  java.util.Vector (java.base@17.0.17)
 643:            14            224  java.util.concurrent.atomic.AtomicBoolean (java.base@17.0.17)
 644:            14            224  java.util.regex.Pattern$$Lambda$21/0x800000031 (java.base@17.0.17)
 645:             4            224  jdk.internal.net.http.HttpRequestImpl (java.net.http@17.0.17)
 646:             7            216  [Ljava.security.ProtectionDomain; (java.base@17.0.17)
 647:             9            216  ch.qos.logback.core.joran.util.ParentTag_Tag_Class_Tuple
 648:             9            216  com.apicatalog.jsonld.http.media.MediaTypeParser$State
 649:             9            216  java.net.Inet4Address (java.base@17.0.17)
 650:             9            216  java.net.NetPermission (java.base@17.0.17)
 651:             9            216  java.util.OptionalLong (java.base@17.0.17)
 652:             9            216  org.apache.jena.datatypes.xsd.impl.XSDBaseStringType
 653:             9            216  org.apache.jena.irix.IRIProviderJenaIRI$IRIxJena
 654:             9            216  sun.security.ec.point.ProjectivePoint$Mutable (jdk.crypto.ec@17.0.17)
 655:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base@17.0.17)
 656:             9            216  sun.security.util.SafeDHParameterSpec (java.base@17.0.17)
 657:             5            200  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.17)
 658:             5            200  java.util.concurrent.CompletableFuture$UniApply (java.base@17.0.17)
 659:             5            200  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base@17.0.17)
 660:             5            200  sun.nio.cs.UTF_8$Decoder (java.base@17.0.17)
 661:             5            200  sun.security.ssl.CipherSuite$MacAlg (java.base@17.0.17)
 662:             6            192  ch.qos.logback.core.joran.event.EndEvent
 663:             8            192  ch.qos.logback.core.spi.ContextAwareBase
 664:             8            192  com.apicatalog.jsonld.expansion.ValueExpansion
 665:            12            192  com.apicatalog.rdf.RdfDatasetSupplier$$Lambda$549/0x000000c801317420
 666:             8            192  com.apicatalog.rdf.impl.ImmutableRdfResource
 667:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base@17.0.17)
 668:             8            192  java.math.RoundingMode (java.base@17.0.17)
 669:             6            192  java.net.Inet6Address$Inet6AddressHolder (java.base@17.0.17)
 670:             6            192  java.time.format.TextStyle (java.base@17.0.17)
 671:            12            192  java.util.TreeMap$EntrySet (java.base@17.0.17)
 672:             4            192  java.util.concurrent.ArrayBlockingQueue (java.base@17.0.17)
 673:             8            192  java.util.concurrent.CompletableFuture$MinimalStage (java.base@17.0.17)
 674:             4            192  java.util.concurrent.CompletableFuture$Signaller (java.base@17.0.17)
 675:             4            192  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.17)
 676:             8            192  java.util.regex.Pattern$StartS (java.base@17.0.17)
 677:             6            192  java.util.stream.FindOps$FindOp (java.base@17.0.17)
 678:             8            192  java.util.stream.FindOps$FindSink$OfLong (java.base@17.0.17)
 679:             3            192  java.util.stream.IntPipeline$10 (java.base@17.0.17)
 680:             8            192  java.util.stream.ReferencePipeline$5$1 (java.base@17.0.17)
 681:             4            192  jdk.internal.net.http.HttpResponseImpl (java.net.http@17.0.17)
 682:             4            192  jdk.internal.net.http.Response (java.net.http@17.0.17)
 683:             4            192  jdk.internal.net.http.Stream$Http2StreamResponseSubscriber (java.net.http@17.0.17)
 684:             4            192  jdk.internal.net.http.Stream$StreamWindowUpdateSender (java.net.http@17.0.17)
 685:             8            192  jdk.internal.net.http.common.SequentialScheduler$LockingRestartableTask (java.net.http@17.0.17)
 686:            12            192  jdk.internal.net.http.common.SequentialScheduler$SchedulableTask (java.net.http@17.0.17)
 687:            12            192  jdk.internal.net.http.common.SequentialScheduler$TryEndDeferredCompleter (java.net.http@17.0.17)
 688:             6            192  jdk.internal.net.http.common.SubscriptionBase (java.net.http@17.0.17)
 689:             4            192  jdk.internal.net.http.frame.OutgoingHeaders (java.net.http@17.0.17)
 690:             6            192  jdk.internal.net.http.hpack.StringWriter (java.net.http@17.0.17)
 691:            12            192  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@17.0.17)
 692:             6            192  org.apache.jena.mem.GraphMem
 693:             6            192  org.apache.jena.mem.GraphTripleStoreMem
 694:             8            192  org.apache.jena.mem2.pattern.MatchPattern
 695:             4            192  sun.nio.cs.UTF_8$Encoder (java.base@17.0.17)
 696:             1            192  sun.security.ssl.ClientHandshakeContext (java.base@17.0.17)
 697:             6            192  sun.security.ssl.SSLKeyExchange$T12KeyAgreement (java.base@17.0.17)
 698:             8            192  sun.security.x509.AccessDescription (java.base@17.0.17)
 699:             8            192  sun.util.locale.ParseStatus (java.base@17.0.17)
 700:            11            176  java.lang.ThreadLocal (java.base@17.0.17)
 701:             2            176  java.text.DecimalFormatSymbols (java.base@17.0.17)
 702:            11            176  java.util.Formatter$Flags (java.base@17.0.17)
 703:            11            176  jdk.internal.net.http.SocketTube$InternalWriteSubscriber$$Lambda$422/0x000000c8012abaf0 (java.net.http@17.0.17)
 704:             2            176  sun.security.ssl.TransportContext (java.base@17.0.17)
 705:             1            168  [[Ljava.math.BigInteger; (java.base@17.0.17)
 706:             7            168  ch.qos.logback.classic.Level
 707:             7            168  ch.qos.logback.core.spi.ConfigurationEvent$EventType
 708:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState (java.xml@17.0.17)
 709:             7            168  jakarta.json.JsonValue$ValueType
 710:             7            168  java.lang.System$Logger$Level (java.base@17.0.17)
 711:             7            168  java.time.DayOfWeek (java.base@17.0.17)
 712:             7            168  java.time.ZoneOffset (java.base@17.0.17)
 713:             7            168  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@17.0.17)
 714:             1            168  jdk.internal.net.http.HttpClientImpl (java.net.http@17.0.17)
 715:             7            168  jdk.internal.net.http.common.Utils$$Lambda$284/0x000000c80122ba28 (java.net.http@17.0.17)
 716:             7            168  jdk.internal.reflect.Label$PatchInfo (java.base@17.0.17)
 717:             7            168  jdk.xml.internal.JdkProperty$State (java.xml@17.0.17)
 718:             7            168  org.apache.jena.iri.impl.IRIFactoryImpl$NoScheme
 719:             7            168  org.apache.jena.rdf.model.impl.ModelCom
 720:             7            168  sun.security.x509.NetscapeCertTypeExtension$MapEntry (java.base@17.0.17)
 721:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base@17.0.17)
 722:             5            160  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.17)
 723:             3            160  [Ljava.util.logging.Level; (java.logging@17.0.17)
 724:             4            160  com.apicatalog.jsonld.context.TermDefinitionBuilder
 725:             5            160  com.apicatalog.rdf.impl.ImmutableRdfNQuad
 726:             5            160  java.io.FileInputStream (java.base@17.0.17)
 727:             4            160  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@17.0.17)
 728:             5            160  java.lang.invoke.VarHandle$AccessType (java.base@17.0.17)
 729:             5            160  java.net.HostPortrange (java.base@17.0.17)
 730:             4            160  java.util.Formatter$FormatSpecifier (java.base@17.0.17)
 731:             4            160  java.util.Spliterators$IteratorSpliterator (java.base@17.0.17)
 732:             4            160  java.util.concurrent.CompletableFuture$UniComposeExceptionally (java.base@17.0.17)
 733:             4            160  javax.xml.catalog.CatalogFeatures$Feature (java.xml@17.0.17)
 734:             2            160  jdk.internal.icu.impl.NormalizerImpl (java.base@17.0.17)
 735:             4            160  jdk.internal.net.http.HttpClientImpl$PendingRequest (java.net.http@17.0.17)
 736:             4            160  jdk.internal.net.http.HttpRequestBuilderImpl (java.net.http@17.0.17)
 737:             4            160  jdk.internal.net.http.ImmutableHttpRequest (java.net.http@17.0.17)
 738:             4            160  jdk.internal.net.http.RedirectFilter (java.net.http@17.0.17)
 739:             4            160  jdk.internal.net.http.ResponseSubscribers$HttpResponseInputStream (java.net.http@17.0.17)
 740:            10            160  jdk.internal.net.http.common.Demand (java.net.http@17.0.17)
 741:             4            160  jdk.internal.ref.Cleaner (java.base@17.0.17)
 742:             5            160  org.apache.jena.rdf.model.impl.StatementImpl
 743:             4            160  sun.security.provider.certpath.AlgorithmChecker (java.base@17.0.17)
 744:             5            160  sun.security.ssl.ContentType (java.base@17.0.17)
 745:             5            160  sun.security.ssl.NamedGroup$NamedGroupSpec (java.base@17.0.17)
 746:            10            160  sun.security.ssl.SSLKeyExchange$T13KeyAgreement (java.base@17.0.17)
 747:             5            160  sun.security.x509.AuthorityInfoAccessExtension (java.base@17.0.17)
 748:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base@17.0.17)
 749:             5            160  sun.util.resources.Bundles$CacheKey (java.base@17.0.17)
 750:             1            152  jdk.internal.net.http.Http2Connection (java.net.http@17.0.17)
 751:             6            144  com.sun.org.apache.xerces.internal.util.Status (java.xml@17.0.17)
 752:             6            144  java.lang.Thread$State (java.base@17.0.17)
 753:             3            144  java.lang.ThreadGroup (java.base@17.0.17)
 754:             2            144  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL (java.base@17.0.17)
 755:             6            144  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.17)
 756:             6            144  java.net.Inet6Address (java.base@17.0.17)
 757:             6            144  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@17.0.17)
 758:             3            144  java.security.Signature$Delegate (java.base@17.0.17)
 759:             1            144  java.text.DecimalFormat (java.base@17.0.17)
 760:             3            144  java.time.temporal.JulianFields$Field (java.base@17.0.17)
 761:             6            144  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@17.0.17)
 762:             6            144  java.util.regex.Pattern$Ques (java.base@17.0.17)
 763:             6            144  java.util.stream.ReferencePipeline$3$1 (java.base@17.0.17)
 764:             6            144  javax.net.ssl.SSLEngineResult$HandshakeStatus (java.base@17.0.17)
 765:             3            144  javax.net.ssl.SSLParameters (java.base@17.0.17)
 766:             6            144  jdk.internal.net.http.frame.SettingsFrame (java.net.http@17.0.17)
 767:             6            144  jdk.internal.net.http.hpack.Decoder$State (java.net.http@17.0.17)
 768:             6            144  jdk.internal.perf.PerfCounter (java.base@17.0.17)
 769:             9            144  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base@17.0.17)
 770:             6            144  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net@17.0.17)
 771:             3            144  org.apache.jena.graph.impl.LiteralLabel
 772:             2            144  org.glassfish.json.JsonTokenizer
 773:             6            144  org.xml.sax.helpers.AttributesImpl (java.xml@17.0.17)
 774:             3            144  sun.nio.cs.StreamDecoder (java.base@17.0.17)
 775:             6            144  sun.security.ec.point.AffinePoint (jdk.crypto.ec@17.0.17)
 776:             1            144  sun.security.pkcs11.SunPKCS11 (jdk.crypto.cryptoki@17.0.17)
 777:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator (java.base@17.0.17)
 778:             5            136  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State; (java.xml@17.0.17)
 779:             5            136  [Ljava.security.cert.X509Certificate; (java.base@17.0.17)
 780:             1            136  [Ljava.time.temporal.ChronoField; (java.base@17.0.17)
 781:             2            128  [Lcom.apicatalog.jsonld.http.link.LinkHeaderParser$State;
 782:             4            128  [Ljava.net.http.HttpHeaders; (java.net.http@17.0.17)
 783:             2            128  [Ljava.time.Month; (java.base@17.0.17)
 784:             5            128  [Lorg.apache.jena.iri.impl.GroupAction;
 785:             2            128  [Lsun.security.ssl.SSLSecretDerivation$SecretSchedule; (java.base@17.0.17)
 786:             4            128  com.apicatalog.jsonld.context.ActiveContextBuilder
 787:             2            128  com.apicatalog.jsonld.context.cache.LruCache$1
 788:             8            128  com.apicatalog.jsonld.expansion.ObjectExpansion1314$$Lambda$510/0x000000c80130fc58
 789:             2            128  com.sun.security.sasl.gsskerb.JdkSASL$ProviderService (jdk.security.jgss@17.0.17)
 790:             4            128  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.17)
 791:             4            128  java.nio.file.attribute.FileTime (java.base@17.0.17)
 792:             4            128  java.security.KeyFactory (java.base@17.0.17)
 793:             8            128  java.security.spec.NamedParameterSpec (java.base@17.0.17)
 794:             4            128  java.security.spec.PSSParameterSpec (java.base@17.0.17)
 795:             4            128  java.util.Formatter$FixedString (java.base@17.0.17)
 796:             4            128  java.util.Stack (java.base@17.0.17)
 797:             4            128  java.util.concurrent.CompletableFuture$AsyncSupply (java.base@17.0.17)
 798:             4            128  java.util.concurrent.ConcurrentSkipListMap$KeyIterator (java.base@17.0.17)
 799:             4            128  java.util.concurrent.atomic.LongAdder (java.base@17.0.17)
 800:             4            128  java.util.logging.LogManager$4 (java.logging@17.0.17)
 801:             4            128  java.util.logging.LogManager$LoggerContext$1 (java.logging@17.0.17)
 802:             2            128  java.util.stream.ReferencePipeline$7 (java.base@17.0.17)
 803:             2            128  jdk.internal.icu.impl.Trie2_16 (java.base@17.0.17)
 804:             4            128  jdk.internal.net.http.hpack.HPACK$Logger (java.net.http@17.0.17)
 805:             4            128  jdk.internal.reflect.MethodAccessorGenerator$1 (java.base@17.0.17)
 806:             8            128  org.apache.jena.riot.RDFFormatVariant
 807:             4            128  sun.nio.fs.UnixFileKey (java.base@17.0.17)
 808:             2            128  sun.security.jgss.SunProvider$ProviderService (java.security.jgss@17.0.17)
 809:             1            128  sun.security.provider.certpath.AdaptableX509CertSelector (java.base@17.0.17)
 810:             4            128  sun.security.provider.certpath.CertPathConstraintsParameters (java.base@17.0.17)
 811:             4            128  sun.security.ssl.Finished$VerifyDataScheme (java.base@17.0.17)
 812:             4            128  sun.security.ssl.SSLTrafficKeyDerivation (java.base@17.0.17)
 813:             4            128  sun.security.util.DisabledAlgorithmConstraints$UsageConstraint (java.base@17.0.17)
 814:             4            128  sun.security.util.math.intpoly.IntegerPolynomial25519 (java.base@17.0.17)
 815:             4            128  sun.security.x509.SubjectAlternativeNameExtension (java.base@17.0.17)
 816:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.17)
 817:             3            120  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.17)
 818:             1            120  [Lorg.apache.commons.lang3.JavaVersion;
 819:             2            120  [Lsun.security.util.ObjectIdentifier; (java.base@17.0.17)
 820:             1            120  ch.qos.logback.classic.LoggerContext
 821:             5            120  ch.qos.logback.core.pattern.LiteralConverter
 822:             5            120  ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState
 823:             5            120  ch.qos.logback.core.subst.Token$Type
 824:             5            120  ch.qos.logback.core.util.AggregationType
 825:             5            120  com.sun.crypto.provider.DHParameters (java.base@17.0.17)
 826:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState (java.xml@17.0.17)
 827:             3            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager (java.xml@17.0.17)
 828:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State (java.xml@17.0.17)
 829:             3            120  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@17.0.17)
 830:             5            120  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@17.0.17)
 831:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@17.0.17)
 832:             5            120  java.time.Instant (java.base@17.0.17)
 833:             3            120  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@17.0.17)
 834:             5            120  java.time.format.SignStyle (java.base@17.0.17)
 835:             3            120  java.time.zone.ZoneRules (java.base@17.0.17)
 836:             5            120  java.util.Collections$1 (java.base@17.0.17)
 837:             5            120  java.util.regex.Pattern$TreeInfo (java.base@17.0.17)
 838:             5            120  java.util.stream.StreamOpFlag$Type (java.base@17.0.17)
 839:             5            120  javax.crypto.spec.DHParameterSpec (java.base@17.0.17)
 840:             3            120  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@17.0.17)
 841:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@17.0.17)
 842:             5            120  org.apache.jena.iri.impl.ComponentPattern
 843:             3            120  org.apache.jena.mem2.store.fast.FastHashedBunchMap
 844:             5            120  org.apache.jena.mem2.store.fast.FastTripleStore$ArrayBunchWithSameObject
 845:             5            120  org.apache.jena.mem2.store.fast.FastTripleStore$ArrayBunchWithSamePredicate
 846:             5            120  org.apache.jena.sparql.util.Context
 847:             3            120  sun.security.ec.ECOperations (jdk.crypto.ec@17.0.17)
 848:             5            120  sun.security.ec.ParametersMap$1 (jdk.crypto.ec@17.0.17)
 849:             3            120  sun.security.ec.XECOperations (jdk.crypto.ec@17.0.17)
 850:             2            112  [Lcom.apicatalog.jsonld.http.media.MediaTypeParser$State;
 851:             3            112  [Ljava.lang.Thread; (java.base@17.0.17)
 852:             2            112  [Ljava.security.CryptoPrimitive; (java.base@17.0.17)
 853:             1            112  [Ljava.time.LocalTime; (java.base@17.0.17)
 854:             1            112  [Lorg.apache.jena.ext.xerces.impl.dv.xs.TypeValidator;
 855:             2            112  [[J (java.base@17.0.17)
 856:             7            112  ch.qos.logback.core.joran.spi.ElementPath
 857:             7            112  com.apicatalog.jsonld.http.media.MediaTypeParameters
 858:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLLLLL (java.base@17.0.17)
 859:             2            112  java.nio.DirectIntBufferRU (java.base@17.0.17)
 860:             2            112  java.security.cert.PKIXBuilderParameters (java.base@17.0.17)
 861:             2            112  java.util.ServiceLoader (java.base@17.0.17)
 862:             2            112  java.util.concurrent.ConcurrentHashMap$ValueIterator (java.base@17.0.17)
 863:             7            112  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.17)
 864:             2            112  java.util.stream.SortedOps$OfRef (java.base@17.0.17)
 865:             7            112  jdk.internal.loader.ClassLoaderValue (java.base@17.0.17)
 866:             7            112  jdk.internal.net.http.hpack.QuickHuffman$Writer$$Lambda$443/0x000000c8012b4eb0 (java.net.http@17.0.17)
 867:             7            112  org.apache.jena.irix.IRIxResolver$$Lambda$555/0x000000c801311c30
 868:             1            112  sun.nio.ch.SocketChannelImpl (java.base@17.0.17)
 869:             2            112  sun.security.ec.ed.EdDSAParameters (jdk.crypto.ec@17.0.17)
 870:             2            112  sun.security.ssl.SSLCipher$T13GcmReadCipherGenerator$GcmReadCipher (java.base@17.0.17)
 871:             2            112  sun.security.ssl.SSLCipher$T13GcmWriteCipherGenerator$GcmWriteCipher (java.base@17.0.17)
 872:             2            104  [Ljava.lang.reflect.Field; (java.base@17.0.17)
 873:             1            104  apple.security.AppleProvider (java.base@17.0.17)
 874:             1            104  com.sun.crypto.provider.SunJCE (java.base@17.0.17)
 875:             1            104  com.sun.security.sasl.Provider (java.security.sasl@17.0.17)
 876:             1            104  com.sun.security.sasl.gsskerb.JdkSASL (jdk.security.jgss@17.0.17)
 877:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.17)
 878:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.17)
 879:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.17)
 880:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto@17.0.17)
 881:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@17.0.17)
 882:             1            104  sun.security.jca.ProviderList$1 (java.base@17.0.17)
 883:             1            104  sun.security.jgss.SunProvider (java.security.jgss@17.0.17)
 884:             1            104  sun.security.provider.Sun (java.base@17.0.17)
 885:             1            104  sun.security.provider.certpath.ldap.JdkLDAP (java.naming@17.0.17)
 886:             1            104  sun.security.rsa.SunRsaSign (java.base@17.0.17)
 887:             1            104  sun.security.smartcardio.SunPCSC (java.smartcardio@17.0.17)
 888:             1            104  sun.security.ssl.SunJSSE (java.base@17.0.17)
 889:             2             96  [Ljakarta.json.JsonValue$ValueType;
 890:             2             96  [Ljava.time.DayOfWeek; (java.base@17.0.17)
 891:             2             96  [Lorg.apache.jena.mem2.pattern.MatchPattern;
 892:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.17)
 893:             1             96  [[Ljava.lang.Byte; (java.base@17.0.17)
 894:             4             96  ch.qos.logback.core.pattern.parser.Token
 895:             4             96  ch.qos.logback.core.subst.Token
 896:             3             96  com.apicatalog.jsonld.document.JsonDocument
 897:             2             96  com.apicatalog.jsonld.expansion.ObjectExpansion1314
 898:             6             96  com.apicatalog.jsonld.expansion.ValueExpansion$$Lambda$514/0x000000c80130aaf0
 899:             6             96  com.apicatalog.jsonld.expansion.ValueExpansion$$Lambda$516/0x000000c80130b1a0
 900:             6             96  com.apicatalog.jsonld.flattening.NodeMapBuilder$$Lambda$528/0x000000c801314f80
 901:             4             96  com.apicatalog.jsonld.http.link.LinkAttribute
 902:             2             96  com.apicatalog.jsonld.http.link.LinkHeaderParser
 903:             6             96  com.apicatalog.jsonld.http.media.MediaTypeParser
 904:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap (java.xml@17.0.17)
 905:             4             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager (java.xml@17.0.17)
 906:             4             96  java.lang.Class$1 (java.base@17.0.17)
 907:             4             96  java.lang.Double (java.base@17.0.17)
 908:             3             96  java.lang.Runtime$Version (java.base@17.0.17)
 909:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.17)
 910:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.17)
 911:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.17)
 912:             4             96  java.math.MathContext (java.base@17.0.17)
 913:             6             96  java.net.InetSocketAddress (java.base@17.0.17)
 914:             2             96  java.security.KeyPairGenerator$Delegate (java.base@17.0.17)
 915:             4             96  java.text.Normalizer$Form (java.base@17.0.17)
 916:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@17.0.17)
