 num     #instances         #bytes  class name (module)
 290:            52           1664  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@17.0.17)
 291:            69           1656  org.apache.jena.atlas.web.MediaType
 292:            41           1640  java.security.ProtectionDomain (java.base@17.0.17)
 293:            41           1640  sun.security.x509.AuthorityKeyIdentifierExtension (java.base@17.0.17)
 294:            67           1608  java.util.ImmutableCollections$ListN (java.base@17.0.17)
 295:            11           1584  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base@17.0.17)
 296:            33           1584  java.time.temporal.ValueRange (java.base@17.0.17)
 297:            98           1568  jdk.internal.net.http.HttpClientImpl$SelectorAttachment$$Lambda$393/0x000000c80129ec50 (java.net.http@17.0.17)
 298:            98           1568  jdk.internal.net.http.HttpClientImpl$SelectorManager$$Lambda$394/0x000000c80129eea0 (java.net.http@17.0.17)
 299:            98           1568  jdk.internal.net.http.HttpClientImpl$SelectorManager$$Lambda$398/0x000000c80129fb60 (java.net.http@17.0.17)
 300:            98           1568  org.apache.jena.sparql.function.FunctionFactoryAuto
 301:            39           1560  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base@17.0.17)
 302:            48           1536  java.util.ImmutableCollections$Map1 (java.base@17.0.17)
 303:            42           1528  [Ljava.util.regex.Pattern$Node; (java.base@17.0.17)
 304:            62           1488  java.lang.module.ResolvedModule (java.base@17.0.17)
 305:            62           1488  jdk.internal.module.SystemModuleFinders$2 (java.base@17.0.17)
 306:            62           1488  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@17.0.17)
 307:             2           1480  [[B (java.base@17.0.17)
 308:             1           1464  [Ljava.lang.Character$UnicodeBlock; (java.base@17.0.17)
 309:            16           1448  [Ljava.lang.Byte; (java.base@17.0.17)
 310:            60           1440  java.lang.module.ModuleDescriptor$Provides (java.base@17.0.17)
 311:            45           1440  java.util.logging.LogManager$LogNode (java.logging@17.0.17)
 312:            36           1440  sun.security.ec.ECPublicKeyImpl (jdk.crypto.ec@17.0.17)
 313:            50           1416  [Lsun.security.ssl.ProtocolVersion; (java.base@17.0.17)
 314:            63           1416  [Lsun.security.util.DerValue; (java.base@17.0.17)
 315:            22           1408  sun.security.ec.SunEC$ProviderServiceA (jdk.crypto.ec@17.0.17)
 316:            22           1408  sun.security.ssl.SignatureScheme (java.base@17.0.17)
 317:            18           1400  [Lorg.apache.jena.mem.TripleBunch;
 318:             3           1400  [[Ljava.lang.Object; (java.base@17.0.17)
 319:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@17.0.17)
 320:            43           1376  java.util.AbstractList$RandomAccessSpliterator (java.base@17.0.17)
 321:             1           1368  [Lsun.security.ssl.CipherSuite; (java.base@17.0.17)
 322:            57           1368  java.util.regex.Pattern$GroupHead (java.base@17.0.17)
 323:            57           1368  java.util.regex.Pattern$GroupTail (java.base@17.0.17)
 324:            42           1328  [Ljava.math.BigInteger; (java.base@17.0.17)
 325:             2           1320  [Ljava.time.LocalDateTime; (java.base@17.0.17)
 326:            18           1296  java.lang.reflect.Field (java.base@17.0.17)
 327:            40           1280  org.apache.jena.iri.impl.ViolationCodeInfo$FromSpec_iri
 328:            20           1280  sun.security.ec.SunEC$ProviderService (jdk.crypto.ec@17.0.17)
 329:            39           1248  java.util.PropertyPermission (java.base@17.0.17)
 330:            52           1248  sun.security.ec.point.ProjectivePoint$Immutable (jdk.crypto.ec@17.0.17)
 331:            51           1224  java.util.concurrent.atomic.AtomicLong (java.base@17.0.17)
 332:            30           1200  java.time.temporal.ChronoField (java.base@17.0.17)
 333:            30           1200  java.util.concurrent.CompletableFuture$UniCompose (java.base@17.0.17)
 334:            37           1184  java.util.ArrayList$SubList (java.base@17.0.17)
 335:            37           1184  java.util.regex.Pattern$Branch (java.base@17.0.17)
 336:            74           1184  java.util.zip.CRC32 (java.base@17.0.17)
 337:            21           1176  java.util.stream.IntPipeline$Head (java.base@17.0.17)
 338:            29           1160  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@17.0.17)
 339:            16           1152  org.apache.jena.iri.impl.LexerXHost
 340:            36           1152  sun.util.locale.BaseLocale (java.base@17.0.17)
 341:             2           1136  [Lsun.security.util.KnownOIDs; (java.base@17.0.17)
 342:             3           1120  [Ljdk.internal.net.http.hpack.Decoder$State; (java.net.http@17.0.17)
 343:            69           1104  org.apache.jena.atlas.web.ContentType
 344:            34           1088  java.util.AbstractList$Itr (java.base@17.0.17)
 345:            45           1080  java.util.regex.Pattern$$Lambda$20/0x80000002a (java.base@17.0.17)
 346:            45           1080  org.apache.jena.graph.Triple
 347:            15           1080  sun.security.ssl.SSLCipher (java.base@17.0.17)
 348:            66           1056  sun.security.util.ECParameters (java.base@17.0.17)
 349:             1           1040  [Ljava.lang.Integer; (java.base@17.0.17)
 350:             1           1040  [Ljava.lang.Long; (java.base@17.0.17)
 351:             1           1040  [Ljava.lang.Short; (java.base@17.0.17)
 352:            42           1008  org.apache.jena.ext.xerces.util.SymbolHash$Entry
 353:            29            992  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser; (java.base@17.0.17)
 354:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@17.0.17)
 355:            62            992  java.util.regex.Pattern$$Lambda$19/0x800000029 (java.base@17.0.17)
 356:            41            984  java.lang.Class$AnnotationData (java.base@17.0.17)
 357:            60            960  jdk.internal.module.SystemModuleFinders$3 (java.base@17.0.17)
 358:            30            960  org.apache.jena.riot.Lang
 359:            40            960  sun.security.x509.Extension (java.base@17.0.17)
